0	0	0	6.233916576996429	3.4208211560747785	0	0
0.1	0	0	6.233916576996429	3.4208211560747785	0	0
0.2	0	0	6.233916576996429	3.4208211560747785	0	0
0.3	0	0	6.233916576996429	3.4208211560747785	0	0
0.4	0	0	6.233916576996429	3.4208211560747785	0	0
0.5	0	0	6.233916576996429	3.4208211560747785	0	0
0.6	0	0	6.233916576996429	3.4208211560747785	0	0
0.7	0	0	6.233916576996429	3.4208211560747785	0	0
0.8	0	0	6.233916576996429	3.4208211560747785	0	0
0.9	0	0	6.233916576996429	3.4208211560747785	0	0
1	0	0	6.233916576996429	3.4208211560747785	0	0
1.1	0	0	6.233916576996429	3.4208211560747785	0	0
1.2	0	0	6.23391657699643	3.4208211560747785	0	0
1.3	0	0	6.23391657699643	3.420821156074778	0	0
1.4	0	0	6.233916576996429	3.4208211560747785	0	0
1.5	0	0	6.23391657699643	3.4208211560747785	0	0
1.6	0	0	6.23391657699643	3.420821156074778	0	0
1.7	0	0	6.23391657699643	3.420821156074778	0	0
1.8	0	0	6.23391657699643	3.420821156074778	0	0
1.9	0	0	6.23391657699643	3.420821156074778	0	0
2	0	0	6.233916576996431	3.420821156074779	0	0
2.1	0	0	6.233916576996431	3.420821156074779	0	0
2.2	0	0	6.233916576996431	3.420821156074779	0	0
2.3	0	0	6.233916576996431	3.420821156074779	0	0
2.4	0	0	6.233916576996431	3.420821156074779	0	0
2.5	0	0	6.233916576996429	3.4208211560747785	0	0
2.6	0	0	6.233916576996429	3.4208211560747785	0	0
2.7	0	0	6.233916576996429	3.4208211560747785	0	0
2.8	0	0	6.233916576996429	3.4208211560747785	0	0
2.9	0	0	6.233916576996429	3.4208211560747785	0	0
3	0	0	6.233916576996428	3.4208211560747785	0	0
3.1	0	0	6.233916576996428	3.4208211560747785	0	0
3.2	0	0	6.233916576996428	3.4208211560747785	0	0
3.3	0	0	6.233916576996428	3.4208211560747785	0	0
3.4	0	0	6.233916576996428	3.4208211560747785	0	0
3.5	0	0	6.233916576996428	3.4208211560747785	0	0
3.6	0	0	6.233916576996428	3.4208211560747785	0	0
3.7	0	0	6.233916576996428	3.420821156074778	0	0
3.8	0	0	6.233916576996428	3.420821156074778	0	0
3.9	0	0	6.233916576996429	3.4208211560747785	0	0
4	0	0	6.233916576996429	3.4208211560747785	0	0
4.1	0	0	6.233916576996429	3.4208211560747785	0	0
4.2	1.0917165350638134	0.5990939336806835	6.108239467818346	3.320348480034668	0.1637071106513818	0.10755607119639428
4.3	3.079393638140888	1.6898098320897994	5.603100050931975	2.993379809301295	0.589922107838766	0.35679980171530873
4.4	5.076944363704893	2.785921754162508	4.973111027583439	2.627409114454901	1.0595433253605047	0.619148174264024
4.5	6.830945101724821	3.748388887301591	4.372869616952272	2.296040872003711	1.4868671612609001	0.8529711867444011
4.6	8.29936907778401	4.554168342018471	3.8507424983710274	2.015586547834683	1.8507234378555588	1.049875587521196
4.7	9.505246442048717	5.21586687156556	3.413173213019599	1.7843362985301587	2.1522466056436764	1.2119737179263312
4.8	10.487576413152636	5.754892285273873	3.0524819271470576	1.5956861817120513	2.399189853838013	1.3441620441512139
4.9	11.285059674294144	6.192485776939517	2.7574226289740245	1.4424693423149921	2.600368535097741	1.4515275522922177
5	11.931525697489704	6.547208185833335	2.51693974807516	1.3182630471167114	2.763863828138836	1.5385800272357142
5.1	12.455269011146246	6.834598197825581	2.3212913716447754	1.2176430154707425	2.8965858508122087	1.6091164393228548
5.2	12.879419384167765	7.067329997710621	2.1622940888187534	1.136171323119001	3.004250578571987	1.6662411936568287
5.3	13.222911013405525	7.255816068884706	2.0331411586199857	1.0701983842637386	3.0915703193306303	1.7125075302198973
5.4	13.501056401841627	7.408439833129546	1.9282703295831092	1.016785679369414	3.1623739438013927	1.749972009417302
5.5	13.726277328397414	7.53201899852409	1.843136655601438	0.9735436514998762	3.2197778363119043	1.7803075625164633
5.6	13.908655922498694	7.632090074097498	1.7740308060240009	0.9385321544733053	3.2663179474452195	1.804872922955773
5.7	14.056327905268018	7.713129485064315	1.7179463390586254	0.9101825657802224	3.3040449298896415	1.8247668436700202
5.8	14.175881956500959	7.778721106465887	1.6724388434263198	0.8872402494888754	3.334622664047593	1.84086870245297
5.9	14.272703051036325	7.831857892089072	1.6355045543195894	0.8686562212467605	3.3594130001718208	1.85391339525891
6	14.351099697277716	7.874873214390111	1.6055347036283298	0.8536141693441388	3.379507404261849	1.8644734075687361
6.1	14.414555296606586	7.9096854204922025	1.5812255222628258	0.8414422006718332	3.3957893490852444	1.8730197082490052
6.2	14.465939487144778	7.9378840406830955	1.5615002201486239	0.8315836378670712	3.4089875603549715	1.879942557963865
6.3	14.50754751475497	7.960716867314701	1.5454951225491642	0.823602023874933	3.4196857133373735	1.8855481555550433
6.4	14.54123508743763	7.97920172775822	1.5325104385003423	0.8171411535687878	3.4283562180971323	1.8900863501133291
6.5	14.56850951235664	7.9941660229833005	1.5219764785177745	0.8119114948431625	3.4353832237950517	1.8937602508868436
6.6	14.590595982692328	8.006282723098279	1.5134291501704746	0.8076775846638917	3.441079327678486	1.8967350596930912
6.7	14.608484994408725	8.016104098158353	1.506492564679893	0.804245988480091	3.4456974819085278	1.8991464260989928
6.8	14.622957677275574	8.024047641039422	1.5008694592514162	0.8014708715982086	3.449437450432786	1.9010967702817316
6.9	14.63465968578258	8.030466679691202	1.4963136962782506	0.7992287593797041	3.452464495987279	1.9026727949196238
7	14.644148791730387	8.035669036224853	1.4926122153004326	0.7974119840726139	3.4549215306578023	1.9039500735914623
